,ind,cycle,start M,0,1,21,22,212,223,50,100
15312,312,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20312,312,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25312,312,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30312,312,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35312,312,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40312,312,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45312,312,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
313,313,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5313,313,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10313,313,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15313,313,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20313,313,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25313,313,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30313,313,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35313,313,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40313,313,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45313,313,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
314,314,1,1,0,0.93239962,0.0575,0.00482,4.00E-04,0.004605,0,0.00027538
5314,314,2,1,0,0.932399853,0.0575,0.00482,4.00E-04,0.004605,0,0.000275147
10314,314,3,1,0,0.932400086,0.0575,0.00482,4.00E-04,0.004605,0,0.000274914
15314,314,4,1,0,0.932400319,0.0575,0.00482,4.00E-04,0.004605,0,0.000274681
20314,314,5,1,0,0.932400551,0.0575,0.00482,4.00E-04,0.004605,0,0.000274449
25314,314,6,1,0,0.932400783,0.0575,0.00482,4.00E-04,0.004605,0,0.000274217
30314,314,7,1,0,0.932401015,0.0575,0.00482,4.00E-04,0.004605,0,0.000273985
35314,314,8,1,0,0.932401247,0.0575,0.00482,4.00E-04,0.004605,0,0.000273753
40314,314,9,1,0,0.932401479,0.0575,0.00482,4.00E-04,0.004605,0,0.000273521
45314,314,10,1,0,0.93240171,0.0575,0.00482,4.00E-04,0.004605,0,0.00027329
315,315,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5315,315,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10315,315,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15315,315,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20315,315,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25315,315,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30315,315,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35315,315,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40315,315,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45315,315,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
316,316,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5316,316,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10316,316,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15316,316,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20316,316,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25316,316,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30316,316,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35316,316,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40316,316,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45316,316,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
317,317,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5317,317,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10317,317,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15317,317,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20317,317,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25317,317,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30317,317,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35317,317,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40317,317,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45317,317,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
318,318,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5318,318,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10318,318,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15318,318,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20318,318,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25318,318,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30318,318,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35318,318,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40318,318,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45318,318,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
319,319,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5319,319,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10319,319,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15319,319,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20319,319,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25319,319,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30319,319,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35319,319,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40319,319,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45319,319,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
320,320,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5320,320,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10320,320,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15320,320,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20320,320,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25320,320,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30320,320,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35320,320,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40320,320,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45320,320,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
321,321,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5321,321,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10321,321,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15321,321,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20321,321,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25321,321,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30321,321,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35321,321,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40321,321,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45321,321,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
322,322,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5322,322,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10322,322,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15322,322,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20322,322,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25322,322,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30322,322,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35322,322,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40322,322,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45322,322,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
323,323,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5323,323,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10323,323,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15323,323,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20323,323,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25323,323,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30323,323,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35323,323,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40323,323,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45323,323,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
324,324,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5324,324,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10324,324,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15324,324,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20324,324,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25324,324,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30324,324,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35324,324,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40324,324,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45324,324,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
325,325,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5325,325,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10325,325,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15325,325,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20325,325,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25325,325,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30325,325,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35325,325,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40325,325,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45325,325,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
326,326,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5326,326,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10326,326,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15326,326,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20326,326,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25326,326,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30326,326,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35326,326,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40326,326,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45326,326,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
327,327,1,1,0,0.93239962,0.0575,0.00482,4.00E-04,0.004605,0,0.00027538
5327,327,2,1,0,0.932399853,0.0575,0.00482,4.00E-04,0.004605,0,0.000275147
10327,327,3,1,0,0.932400086,0.0575,0.00482,4.00E-04,0.004605,0,0.000274914
15327,327,4,1,0,0.932400319,0.0575,0.00482,4.00E-04,0.004605,0,0.000274681
20327,327,5,1,0,0.932400551,0.0575,0.00482,4.00E-04,0.004605,0,0.000274449
25327,327,6,1,0,0.932400783,0.0575,0.00482,4.00E-04,0.004605,0,0.000274217
30327,327,7,1,0,0.932401015,0.0575,0.00482,4.00E-04,0.004605,0,0.000273985
35327,327,8,1,0,0.932401247,0.0575,0.00482,4.00E-04,0.004605,0,0.000273753
40327,327,9,1,0,0.932401479,0.0575,0.00482,4.00E-04,0.004605,0,0.000273521
45327,327,10,1,0,0.93240171,0.0575,0.00482,4.00E-04,0.004605,0,0.00027329
328,328,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5328,328,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10328,328,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15328,328,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20328,328,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25328,328,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30328,328,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35328,328,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40328,328,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45328,328,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
329,329,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5329,329,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10329,329,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15329,329,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20329,329,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25329,329,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30329,329,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35329,329,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40329,329,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45329,329,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
330,330,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5330,330,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10330,330,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15330,330,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20330,330,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25330,330,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30330,330,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35330,330,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40330,330,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45330,330,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
331,331,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5331,331,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10331,331,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15331,331,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20331,331,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25331,331,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30331,331,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35331,331,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40331,331,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45331,331,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
332,332,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5332,332,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10332,332,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15332,332,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20332,332,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25332,332,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30332,332,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35332,332,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40332,332,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45332,332,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
333,333,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5333,333,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10333,333,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15333,333,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20333,333,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25333,333,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30333,333,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35333,333,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40333,333,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45333,333,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
334,334,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5334,334,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10334,334,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15334,334,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20334,334,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25334,334,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30334,334,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35334,334,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40334,334,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45334,334,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
335,335,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5335,335,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10335,335,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15335,335,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20335,335,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25335,335,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30335,335,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35335,335,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40335,335,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45335,335,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
336,336,1,1,0,0.93239962,0.0575,0.00482,4.00E-04,0.004605,0,0.00027538
5336,336,2,1,0,0.932399853,0.0575,0.00482,4.00E-04,0.004605,0,0.000275147
10336,336,3,1,0,0.932400086,0.0575,0.00482,4.00E-04,0.004605,0,0.000274914
15336,336,4,1,0,0.932400319,0.0575,0.00482,4.00E-04,0.004605,0,0.000274681
20336,336,5,1,0,0.932400551,0.0575,0.00482,4.00E-04,0.004605,0,0.000274449
25336,336,6,1,0,0.932400783,0.0575,0.00482,4.00E-04,0.004605,0,0.000274217
30336,336,7,1,0,0.932401015,0.0575,0.00482,4.00E-04,0.004605,0,0.000273985
35336,336,8,1,0,0.932401247,0.0575,0.00482,4.00E-04,0.004605,0,0.000273753
40336,336,9,1,0,0.932401479,0.0575,0.00482,4.00E-04,0.004605,0,0.000273521
45336,336,10,1,0,0.93240171,0.0575,0.00482,4.00E-04,0.004605,0,0.00027329
337,337,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5337,337,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10337,337,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15337,337,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20337,337,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25337,337,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30337,337,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35337,337,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40337,337,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45337,337,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
338,338,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5338,338,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10338,338,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15338,338,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20338,338,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25338,338,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30338,338,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35338,338,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40338,338,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45338,338,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
339,339,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5339,339,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10339,339,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15339,339,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20339,339,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25339,339,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30339,339,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35339,339,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40339,339,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45339,339,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
340,340,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5340,340,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10340,340,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15340,340,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20340,340,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25340,340,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30340,340,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35340,340,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40340,340,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45340,340,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
341,341,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5341,341,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10341,341,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15341,341,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20341,341,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25341,341,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30341,341,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35341,341,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40341,341,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45341,341,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
342,342,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5342,342,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10342,342,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15342,342,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20342,342,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25342,342,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30342,342,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35342,342,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40342,342,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45342,342,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
343,343,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5343,343,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10343,343,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15343,343,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20343,343,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25343,343,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30343,343,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35343,343,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40343,343,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45343,343,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
344,344,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5344,344,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10344,344,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15344,344,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20344,344,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25344,344,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30344,344,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35344,344,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40344,344,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45344,344,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
345,345,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5345,345,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10345,345,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15345,345,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20345,345,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25345,345,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30345,345,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35345,345,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40345,345,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45345,345,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
346,346,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5346,346,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10346,346,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15346,346,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20346,346,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25346,346,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30346,346,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35346,346,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40346,346,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45346,346,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
347,347,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5347,347,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10347,347,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15347,347,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20347,347,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25347,347,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30347,347,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35347,347,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40347,347,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45347,347,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
348,348,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5348,348,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10348,348,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15348,348,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20348,348,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25348,348,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30348,348,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35348,348,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40348,348,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45348,348,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
349,349,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
5349,349,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
10349,349,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
15349,349,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
20349,349,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
25349,349,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
30349,349,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
35349,349,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
40349,349,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
45349,349,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
350,350,1,1,0,0.93239962,0.0575,0.00482,4.00E-04,0.004605,0,0.00027538
5350,350,2,1,0,0.932399853,0.0575,0.00482,4.00E-04,0.004605,0,0.000275147
