,ind,cycle,start M,0,1,21,22,212,223,50,100
27533,2533,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32533,2533,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37533,2533,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42533,2533,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47533,2533,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2534,2534,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7534,2534,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12534,2534,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17534,2534,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22534,2534,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27534,2534,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32534,2534,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37534,2534,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42534,2534,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47534,2534,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2535,2535,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7535,2535,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12535,2535,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17535,2535,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22535,2535,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27535,2535,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32535,2535,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37535,2535,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42535,2535,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47535,2535,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2536,2536,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7536,2536,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12536,2536,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17536,2536,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22536,2536,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27536,2536,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32536,2536,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37536,2536,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42536,2536,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47536,2536,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2537,2537,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7537,2537,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12537,2537,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17537,2537,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22537,2537,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27537,2537,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32537,2537,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37537,2537,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42537,2537,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47537,2537,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2538,2538,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7538,2538,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12538,2538,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17538,2538,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22538,2538,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27538,2538,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32538,2538,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37538,2538,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42538,2538,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47538,2538,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2539,2539,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7539,2539,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12539,2539,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17539,2539,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22539,2539,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27539,2539,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32539,2539,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37539,2539,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42539,2539,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47539,2539,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2540,2540,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7540,2540,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12540,2540,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17540,2540,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22540,2540,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27540,2540,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32540,2540,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37540,2540,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42540,2540,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47540,2540,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2541,2541,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7541,2541,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12541,2541,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17541,2541,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22541,2541,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27541,2541,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32541,2541,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37541,2541,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42541,2541,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47541,2541,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2542,2542,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7542,2542,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12542,2542,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17542,2542,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22542,2542,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27542,2542,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32542,2542,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37542,2542,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42542,2542,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47542,2542,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2543,2543,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7543,2543,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12543,2543,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17543,2543,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22543,2543,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27543,2543,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32543,2543,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37543,2543,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42543,2543,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47543,2543,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2544,2544,1,1,0,0.93239962,0.0575,0.00482,4.00E-04,0.004605,0,0.00027538
7544,2544,2,21,0,0.6565,0.31300816,0.0101,0.0101,0.01,1.70E-05,0.00027484
12544,2544,3,22,0,0.97,0,0.029725086,0,0,0,0.000274914
17544,2544,4,22,0,0.97,0,0.029725319,0,0,0,0.000274681
22544,2544,5,22,0,0.97,0,0.029725551,0,0,0,0.000274449
27544,2544,6,22,0,0.97,0,0.029725783,0,0,0,0.000274217
32544,2544,7,22,0,0.97,0,0.029726015,0,0,0,0.000273985
37544,2544,8,22,0,0.97,0,0.029726247,0,0,0,0.000273753
42544,2544,9,22,0,0.97,0,0.029726479,0,0,0,0.000273521
47544,2544,10,22,0,0.97,0,0.02972671,0,0,0,0.00027329
2545,2545,1,21,0,0.6565,0.313007927,0.0101,0.0101,0.01,1.70E-05,0.000275073
7545,2545,2,1,0,0.932399853,0.0575,0.00482,4.00E-04,0.004605,0,0.000275147
12545,2545,3,1,0,0.932400086,0.0575,0.00482,4.00E-04,0.004605,0,0.000274914
17545,2545,4,1,0,0.932400319,0.0575,0.00482,4.00E-04,0.004605,0,0.000274681
22545,2545,5,1,0,0.932400551,0.0575,0.00482,4.00E-04,0.004605,0,0.000274449
27545,2545,6,1,0,0.932400783,0.0575,0.00482,4.00E-04,0.004605,0,0.000274217
32545,2545,7,1,0,0.932401015,0.0575,0.00482,4.00E-04,0.004605,0,0.000273985
37545,2545,8,1,0,0.932401247,0.0575,0.00482,4.00E-04,0.004605,0,0.000273753
42545,2545,9,1,0,0.932401479,0.0575,0.00482,4.00E-04,0.004605,0,0.000273521
47545,2545,10,1,0,0.93240171,0.0575,0.00482,4.00E-04,0.004605,0,0.00027329
2546,2546,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7546,2546,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12546,2546,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17546,2546,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22546,2546,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27546,2546,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32546,2546,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37546,2546,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42546,2546,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47546,2546,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2547,2547,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7547,2547,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12547,2547,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17547,2547,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22547,2547,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27547,2547,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32547,2547,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37547,2547,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42547,2547,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47547,2547,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2548,2548,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7548,2548,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12548,2548,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17548,2548,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22548,2548,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27548,2548,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32548,2548,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37548,2548,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42548,2548,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47548,2548,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2549,2549,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7549,2549,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12549,2549,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17549,2549,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22549,2549,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27549,2549,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32549,2549,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37549,2549,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42549,2549,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47549,2549,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2550,2550,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7550,2550,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12550,2550,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17550,2550,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22550,2550,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27550,2550,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32550,2550,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37550,2550,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42550,2550,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47550,2550,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2551,2551,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7551,2551,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12551,2551,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17551,2551,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22551,2551,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27551,2551,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32551,2551,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37551,2551,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42551,2551,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47551,2551,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2552,2552,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7552,2552,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12552,2552,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17552,2552,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22552,2552,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27552,2552,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32552,2552,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37552,2552,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42552,2552,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47552,2552,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2553,2553,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7553,2553,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12553,2553,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17553,2553,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22553,2553,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27553,2553,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32553,2553,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37553,2553,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42553,2553,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47553,2553,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2554,2554,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7554,2554,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12554,2554,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17554,2554,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22554,2554,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27554,2554,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32554,2554,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37554,2554,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42554,2554,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47554,2554,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2555,2555,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7555,2555,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12555,2555,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17555,2555,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22555,2555,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27555,2555,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32555,2555,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37555,2555,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42555,2555,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47555,2555,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2556,2556,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7556,2556,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12556,2556,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17556,2556,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22556,2556,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27556,2556,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32556,2556,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37556,2556,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42556,2556,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47556,2556,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2557,2557,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7557,2557,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12557,2557,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17557,2557,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22557,2557,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27557,2557,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32557,2557,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37557,2557,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42557,2557,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47557,2557,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2558,2558,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7558,2558,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12558,2558,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17558,2558,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22558,2558,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27558,2558,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32558,2558,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37558,2558,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42558,2558,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47558,2558,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2559,2559,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7559,2559,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12559,2559,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17559,2559,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22559,2559,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27559,2559,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32559,2559,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37559,2559,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42559,2559,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47559,2559,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2560,2560,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7560,2560,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12560,2560,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17560,2560,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22560,2560,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27560,2560,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32560,2560,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37560,2560,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42560,2560,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47560,2560,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2561,2561,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7561,2561,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12561,2561,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17561,2561,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22561,2561,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27561,2561,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32561,2561,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37561,2561,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42561,2561,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47561,2561,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2562,2562,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7562,2562,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12562,2562,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17562,2562,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22562,2562,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27562,2562,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32562,2562,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37562,2562,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42562,2562,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47562,2562,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2563,2563,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7563,2563,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12563,2563,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17563,2563,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22563,2563,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27563,2563,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32563,2563,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37563,2563,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42563,2563,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47563,2563,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2564,2564,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7564,2564,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12564,2564,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17564,2564,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22564,2564,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27564,2564,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32564,2564,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37564,2564,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42564,2564,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47564,2564,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2565,2565,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7565,2565,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12565,2565,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17565,2565,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22565,2565,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27565,2565,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32565,2565,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37565,2565,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42565,2565,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47565,2565,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2566,2566,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7566,2566,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12566,2566,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17566,2566,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22566,2566,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27566,2566,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32566,2566,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37566,2566,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42566,2566,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47566,2566,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2567,2567,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7567,2567,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12567,2567,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17567,2567,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22567,2567,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27567,2567,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32567,2567,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37567,2567,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42567,2567,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47567,2567,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2568,2568,1,1,0,0.93239962,0.0575,0.00482,4.00E-04,0.004605,0,0.00027538
7568,2568,2,1,0,0.932399853,0.0575,0.00482,4.00E-04,0.004605,0,0.000275147
12568,2568,3,1,0,0.932400086,0.0575,0.00482,4.00E-04,0.004605,0,0.000274914
17568,2568,4,1,0,0.932400319,0.0575,0.00482,4.00E-04,0.004605,0,0.000274681
22568,2568,5,1,0,0.932400551,0.0575,0.00482,4.00E-04,0.004605,0,0.000274449
27568,2568,6,1,0,0.932400783,0.0575,0.00482,4.00E-04,0.004605,0,0.000274217
32568,2568,7,1,0,0.932401015,0.0575,0.00482,4.00E-04,0.004605,0,0.000273985
37568,2568,8,1,0,0.932401247,0.0575,0.00482,4.00E-04,0.004605,0,0.000273753
42568,2568,9,1,0,0.932401479,0.0575,0.00482,4.00E-04,0.004605,0,0.000273521
47568,2568,10,1,0,0.93240171,0.0575,0.00482,4.00E-04,0.004605,0,0.00027329
2569,2569,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7569,2569,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12569,2569,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17569,2569,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22569,2569,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27569,2569,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
32569,2569,7,0,0.999076015,0.00065,0,0,0,0,0,0.000273985
37569,2569,8,0,0.999076247,0.00065,0,0,0,0,0,0.000273753
42569,2569,9,0,0.999076479,0.00065,0,0,0,0,0,0.000273521
47569,2569,10,0,0.99907671,0.00065,0,0,0,0,0,0.00027329
2570,2570,1,0,0.99907462,0.00065,0,0,0,0,0,0.00027538
7570,2570,2,0,0.999074853,0.00065,0,0,0,0,0,0.000275147
12570,2570,3,0,0.999075086,0.00065,0,0,0,0,0,0.000274914
17570,2570,4,0,0.999075319,0.00065,0,0,0,0,0,0.000274681
22570,2570,5,0,0.999075551,0.00065,0,0,0,0,0,0.000274449
27570,2570,6,0,0.999075783,0.00065,0,0,0,0,0,0.000274217
